Link Type,Location Type,Title,Link,URL,PDF Size (bytes),Page Count,Text-based,Tagged,Notes,Equalify Scan Results
PDF,Event (ACF Field),Banned Book Readout and Panel Discussion (Field: description),http://chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://images.randomhouse.com/promo_image/9781101939499_4983.pdf,https://library.uic.edu/events/banned-book-readout-and-panel-discussion/,,,,,"Download failed: HTTPConnectionPool(host='chrome-extension', port=80): Max retries exceeded with url: /efaidnbmnnnibpcajpcglclefindmkaj/https://images.randomhouse.com/promo_image/9781101939499_4983.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x107c0f790>: Failed to resolve 'chrome-extension' ([Errno 8] nodename nor servname provided, or not known)""))",
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/chem-careers-seminars-hanley-f13.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/post-phd-career-paths-of-uic-chemistry-grads.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/your-career-path.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/sources-for-optimizing-the-postdoc.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/getting-and-keeping-an-academic-position.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/sources-for-academic-job-search.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/sources-for-preparing-for-tenure.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/cooper-teaching-statement.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/and-gladly-teach-2nd-edition.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/flyerexploringindustrial-careers.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://chemv2.red.uic.edu/docs/default-source/Chemistry-Department/Hanley-Grad-Seminar/sources-for-job-search-in-industry.pdf?sfvrsn=0,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Resources for Students (Field: intro_text_body),http://tigger.uic.edu/depts/ovcr/research/postdoc/docs/PD_book_list.pdf,https://chemv2.red.uic.edu/support-facilities/resources-for-students/,,,,,"Download failed: HTTPConnectionPool(host='tigger.uic.edu', port=80): Max retries exceeded with url: /depts/ovcr/research/postdoc/docs/PD_book_list.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x107c0f680>: Failed to resolve 'tigger.uic.edu' ([Errno 8] nodename nor servname provided, or not known)""))",
PDF,Page (ACF Field),Application Information (Field: intro_text_body),https://grad.uic.edu/sites/default/files/legacy/pdfs/grad_appt.pdf,https://chemv2.red.uic.edu/graduate-studies/application-information/,,,,,Download failed: 404 Client Error: Not Found for url: https://grad.uic.edu/sites/default/files/legacy/pdfs/grad_appt.pdf,
PDF,Event (ACF Field),"Seminar with Prof. Kyle N. Plunkett, Southern Illinois University (Field: description)",http://chemv2.red.uic.edu/docs/default-source/Seminar-speakers/synthesis-of-cp-pah-based-electron-accepting-materials-and-highly-ordered-polymer-nanostructures.pdf?sfvrsn=0,https://chemv2.red.uic.edu/events/seminar-prof-kyle-n-plunkett-southern-illinois-university/,,,,,Skipped: Not a PDF link,
PDF,Profile (ACF Field),"Liang, Jie (Field: about)",http://gila.bioe.uic.edu/lab/papers/2018/MutationEffect-TianLiang-2018.pdf,https://chemv2.red.uic.edu/profiles/jie-liang/,,,,,Download failed: 404 Client Error: Not Found for url: http://gila.bioe.uic.edu/lab/papers/2018/MutationEffect-TianLiang-2018.pdf,
PDF,Profile (ACF Field),"Liang, Jie (Field: about)",http://gila.bioe.uic.edu/lab/papers/2018/HydrogenExchange-WangPerezRathkeLiLiang-2018-BHI.pdf,https://chemv2.red.uic.edu/profiles/jie-liang/,,,,,Download failed: 404 Client Error: Not Found for url: http://gila.bioe.uic.edu/lab/papers/2018/HydrogenExchange-WangPerezRathkeLiLiang-2018-BHI.pdf,
PDF,Profile (ACF Field),"Glusac, Ksenija (Field: about)",https://www.dropbox.com/s/4cc9ken2gog817t/Ann_Rev_Phys_Chem.pdf?dl=0,https://chemv2.red.uic.edu/profiles/ksenija-glusac/,,,,,Skipped: Not a PDF link,
PDF,Profile (ACF Field),"Glusac, Ksenija (Field: about)",http://www.dropbox.com/s/r9gkhvyrmckobhx/Galley_Proof.pdf?dl=0,https://chemv2.red.uic.edu/profiles/ksenija-glusac/,,,,,Skipped: Not a PDF link,
PDF,Profile (ACF Field),"Glusac, Ksenija (Field: about)",https://www.dropbox.com/s/miqlridhs3wr5rh/Marija_DPE_Xan.pdf?dl=0,https://chemv2.red.uic.edu/profiles/ksenija-glusac/,,,,,Skipped: Not a PDF link,
PDF,Profile (ACF Field),"Glusac, Ksenija (Field: about)",https://www.dropbox.com/s/cb27vt8u727zm60/Stefan_Maldonado_DSSC.pdf?dl=0,https://chemv2.red.uic.edu/profiles/ksenija-glusac/,,,,,Skipped: Not a PDF link,
PDF,Profile (ACF Field),"Glusac, Ksenija (Field: about)",https://www.dropbox.com/s/te4dx28hiyu6mp3/Janitha_Pourbaix_2015.pdf?dl=0,https://chemv2.red.uic.edu/profiles/ksenija-glusac/,,,,,Skipped: Not a PDF link,
PDF,Profile (ACF Field),"Reddy, Krishna R. (Field: cv_link)",https://www.dropbox.com/s/apw02oi3hkiwkvm/Krishna-Reddy-CV.pdf?dl=0,https://cme.uic.edu/profiles/krishna/,,,,,Skipped: Not a PDF link,
PDF,Profile (ACF Field),"Derrible, Sybil (Field: community_service)",https://onlinepubs.trb.org/onlinepubs/dva/tsp/AP065.pdf,https://cme.uic.edu/profiles/sybilderrible/,,,,,"Download failed: HTTPSConnectionPool(host='www.trb.org', port=443): Read timed out. (read timeout=15)",
PDF,Page (ACF Field),Book Chapters (Field: intro_text_body),https://www.dropbox.com/s/eyh2cvgyvsi4qhz/Andersen.Carb.Chemistry.2012.pdf?dl=0,https://alsberg.red.uic.edu/publications/book-chapters/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Book Chapters (Field: intro_text_body),http://bme-apps.case.edu/libraries/Document/alsberg_lab/Anderson_Biomacromolecules_2012.pdf,https://alsberg.red.uic.edu/publications/book-chapters/,,,,,"Download failed: HTTPConnectionPool(host='bme-apps.case.edu', port=80): Max retries exceeded with url: /libraries/Document/alsberg_lab/Anderson_Biomacromolecules_2012.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x107c0f790>: Failed to resolve 'bme-apps.case.edu' ([Errno 8] nodename nor servname provided, or not known)""))",
PDF,Page (ACF Field),Book Chapters (Field: intro_text_body),https://www.dropbox.com/s/6rqncgzanglyoy6/Alsberg.Dekker.2004%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/book-chapters/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/3z6hherprczg28i/Seo.Shin.Biomaterials.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/t0ap581doucyo1n/McMillan.Biomaterials.2018.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),http://www.dropbox.com/s/7by87rk2v1m3dd4/Wang.Biomicrofluidics.2018.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/q05ul5pewbty5xq/Dikina.AdvancedScience.2018.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/8e5tjlwvl5c13fy/Jeon.ACS.ChemMater.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),http://www.dropbox.com/s/b7jddox9sz1g7c3/Dang.SCTM.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/xqpwxxdkp1qu50o/Marcucio.JOR.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/e9uc8f38aglhqe8/Dikina.BiomaterialsScience.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/1hwv991boxcp3xl/Gelberman.CORR.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/irzvcrgfcy9qhdl/Dikina%20et%20al%20ACSBiomaterials%202017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/9546mch0cj2ds89/Strobbel.TissueEngineeringA.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/0tidjag1tnmzwad/Cong.ACSBiomaterials.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/nt72hlmupj3kj9i/Nguyen.JMCB.2017.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/dh5pqot0kxgxt5i/Ho.AHM.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/j4ophe3nunau9sh/Cong.AHM.2015.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/hat9hbuyrsw52gx/Verrier.eCM.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/i3sp8jva5rue6tp/Daly.AHM.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/4gx3avc4sq0v2vk/Cong.Nanomedicine.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/8qgipd7y88kfcex/Jeon.JMCB.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/wqrwesv44we6vw4/Samorezov.JBMRA.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/m3jihy2go5vgzra/Wang.Biomicrofluidics.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/05kjcuba4ld4tp7/Dang.ACSBiomaterials.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/56670fzl0e0g165/Dang.SCTM.2016.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/mbbspefl5d9rgcx/SolorioAdvanced_Healthcare_Materials.2015.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/fm13c37v03a5of1/Samorezov.BioconjugateChemistry.2015.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/xfsfaf9aczudyt2/Dikina.Biomaterials.2015.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/tkt5l9ggqbiodky/Jeon.AM.2015.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/k8i5lcgjhdefru1/Hill.AHM.2015.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/ymp94auuclxmrz5/Samorezov.ADDR.2015.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/k1bxntby2ty1cl4/Boerckel.StemCellResTher.2014.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/ksae00edkivn4bo/Jeong.JMCB.2014.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/hkqbxpon8gocr87/Nguyen.Biomaterials.2014.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/zjw1hq9boag9d1x/Dang.TissueEngineering.2014.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/owczgbcza6zckiv/Nguyen.ProgressPolymerScience.2014.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/yb5u07hhyr7klio/Cheng.BiotechnologyAdvances.2014.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/74uite5ky7g81ni/Jeon.ActaBiomat.2013.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/6w2kzyjoyx4a7cp/Andersen.TissueEngineering.2013.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/tfcih797ib4pe4q/Andersen.Carb.Polymers.2013.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/4tru7ri4dtvsup1/Jeon.AdvancedMaterials.2013.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/5y8puqbavqln9oa/Jeon.AdvancedFunctionalMaterials.2013.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/qc1kjzlyhgsu3yf/Jeon.TissueEngineering.2013.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/er2lzzh5mtfjbex/Corn.JOR.2013.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/bmzevl29iku2hk8/Solorio.TE.B.2012.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/o2dc9t0l1tg50x3/Nguyen.ActaBiomaterialia.2012.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/z5sopu8q9aeghi8/Bonino.Small.2012.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/g8nfeqh2a8uizka/Bonino.SoftMatter.2011.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/mfv84z2ol92sxb1/Lee.TE.2011.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/r9e3gs2s40fqndj/Jeon.JCR.2011.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/5he9zuhb6unvcj0/Jeon.JBMR-A.2011.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/cfj63r40ap472lw/Krebs.Chemistry.2011.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/el3peifpb192jl9/Jeong.TissueEngineering.2010.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/qmhonfp783eg41a/Jeon.TissueEngineering.2010.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/7w5zj8ljjltc52o/Jeong.Macro.Biosci.2010.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/5s5848hsucvlwj1/Solorio.JBMR-A.2010.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/cu9ol88xplututc/Krebs.JBMR-A.2010.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/m1kzd9tmukwlr5r/Krebs.JACS.2009.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/zwoptokgrotnpg4/Krebs.NanoLetters.2009.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/mvm2fo8617ka5oc/Krebs.Sutter.Acta.Biomaterialia.2009.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/prlqyhmf8ahwk4o/Jeon.Biomaterials.2009.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/zk7vily9nuywp77/Grikscheit.2008.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/vabkxsn6hh721nk/Matsumoto.PLoSONE.2007.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/mvci0cbsm5wwdwf/Alsberg.EOBT.2006.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/9hv09ikc90bcs7t/Alsberg.TE.2006%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/jat8u5oex2mc4j7/Xia.BiomedMicro.2006.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/3cdilsasd5g9ypn/Overby.ActaBio.2005.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/fkjeju80vhm6nsx/Lee.ISSCC.2005.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/7vol96dec40len8/Kong.PNAS.2005.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/wtn7tavt44x1kl5/Moore.DevDyn.2005.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/rsgznz2nvtcvo16/Alsberg.Nanoletter.2004%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/lrslxh48ilsc9pj/Kong.AdvancedMat.2004.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/r8eg00y40enobgw/Grimmer.AOHNS.2004.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/kzv8wyc3au7uj7k/Grikscheit.AnnSurg.2004.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/tjylocc6y88sz6c/Alsberg.Bone.2004%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/90tz3ny8qvk5hgk/Thornton.JUrol.2004.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/wuho6zrqki0qv9a/Thornton.Transplantation.2004.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/iju42jmfawp5etq/Alsberg.JDR.2003%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/61v099dimr992bb/Grikscheit.AnnSurg.2003.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/8hqoaiwh8ou8po5/Alsberg.PNAS.2002%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/tk6ezqmdlg8e5du/Grikscheit.Surgery.2002.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/qbtcew895j8fytq/Alsberg.JDR.2001%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/u8wf5f5gl3bo9hw/Lee.JBMR.2001.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/lmgqm6jpsove352/Bouhadir.Biomaterials.2001.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
